user_id,item_id,user_cartnum,item_cartnum
98260769,119939343,31.0,1.0
39951811,303105437,35.0,2.0
103842377,295539368,175.0,3.0
122459019,329879778,11.0,2.0
56801187,129386687,194.0,3.0
107174628,251672526,161.0,4.0
19818801,224717247,70.0,2.0
116324656,69194614,103.0,2.0
90808140,268211760,156.0,2.0
33213066,103262312,225.0,3.0
120392116,47632400,105.0,3.0
113407078,250086701,45.0,1.0
82026505,153758460,108.0,2.0
40711894,174023705,322.0,2.0
69151720,25536930,55.0,1.0
126360137,374823689,3.0,1.0
77275752,391765265,3.0,6.0
76643942,68536389,34.0,2.0
27479069,365010793,77.0,2.0
70783003,210576177,168.0,3.0
50346435,26549977,125.0,6.0
56735134,116733606,112.0,1.0
82026505,67572626,108.0,3.0
126858545,240279407,146.0,2.0
87474547,273805319,30.0,3.0
91087067,351593839,304.0,1.0
98530100,98075551,42.0,2.0
25423470,352452998,833.0,6.0
55864105,358148407,36.0,2.0
39431130,160044643,53.0,3.0
92076034,36970214,112.0,2.0
82026505,275619087,108.0,2.0
58220377,337532231,52.0,22.0
106042420,398937775,107.0,3.0
96771520,153089051,422.0,3.0
33445386,322070653,318.0,2.0
9413973,195737660,53.0,21.0
76090844,48423189,332.0,2.0
44148158,88753935,35.0,8.0
130212592,122873162,85.0,1.0
62909863,20528540,207.0,19.0
7138866,345689398,40.0,1.0
118716181,106066076,10.0,5.0
83094299,326525966,30.0,2.0
137031066,366191100,1050.0,3.0
10149605,386298037,503.0,2.0
25423470,268773041,833.0,11.0
25992841,36472820,28.0,2.0
40873042,279905916,90.0,2.0
50346435,360302681,125.0,2.0
91686454,25044328,47.0,2.0
121036377,212178502,53.0,2.0
90958542,130783459,9.0,4.0
76643942,159045468,34.0,2.0
80699349,236488645,122.0,2.0
5187945,140399166,257.0,2.0
113537369,268010027,118.0,15.0
118710828,337679540,30.0,2.0
105875466,381741782,264.0,13.0
83334493,198036866,230.0,4.0
13235979,274853663,17.0,2.0
57330963,129485260,133.0,3.0
40711894,40705592,322.0,3.0
117058802,221455414,342.0,5.0
126665202,401842520,694.0,5.0
98530100,175983244,42.0,1.0
126576453,184675465,8.0,1.0
82026505,14254049,108.0,2.0
30079563,205850804,111.0,5.0
126459850,29490699,82.0,2.0
76090844,383864519,332.0,1.0
137031066,266702913,1050.0,2.0
80332039,315270980,89.0,2.0
120392116,390063956,105.0,2.0
76090844,81738269,332.0,6.0
40873042,5430745,90.0,11.0
7138866,287662149,40.0,1.0
117974829,242204779,201.0,1.0
129618965,128132830,58.0,2.0
56735134,187723481,112.0,2.0
62909863,347728259,207.0,5.0
12039328,249097309,266.0,2.0
77121207,146369201,69.0,2.0
80699349,96399459,122.0,2.0
99360524,160254910,31.0,11.0
76090844,94596901,332.0,5.0
80699349,379130088,122.0,2.0
92681347,141281468,20.0,2.0
25423470,323382587,833.0,5.0
76090844,228167075,332.0,1.0
31618532,79858330,179.0,18.0
95766778,189475445,14.0,28.0
54388253,398397741,156.0,2.0
120392116,171181596,105.0,5.0
132984253,41412630,233.0,2.0
24056502,224367590,107.0,2.0
62909863,307585462,207.0,3.0
123108236,24080860,91.0,3.0
110313549,7271941,32.0,2.0
39324037,248982341,74.0,1.0
135012633,74505836,41.0,4.0
19818801,84052341,70.0,6.0
87474547,255331496,30.0,4.0
23847626,137159330,1.0,1.0
137031066,323157753,1050.0,2.0
120392116,376061607,105.0,2.0
56735134,179807330,112.0,2.0
40711894,347433311,322.0,3.0
33213066,15997427,225.0,1.0
76090844,243280003,332.0,3.0
105316152,317934263,73.0,3.0
81270790,228372239,42.0,7.0
126707482,170089323,14.0,2.0
141848388,114334481,9.0,1.0
120777483,58143239,380.0,1.0
137031066,76521332,1050.0,2.0
103936681,19120876,75.0,12.0
105316152,197240299,73.0,3.0
24056502,242449251,107.0,3.0
37571237,11258736,86.0,2.0
68573775,74114034,107.0,2.0
100279459,93461321,95.0,2.0
117546653,322024553,54.0,1.0
19818801,85953245,70.0,2.0
80699349,150639011,122.0,2.0
76090844,81766850,332.0,6.0
99241118,337064330,104.0,3.0
41959743,63668118,21.0,5.0
82026505,314784930,108.0,3.0
73780361,393028416,72.0,14.0
136576184,288774530,111.0,4.0
19818801,340339573,70.0,3.0
32369117,293471176,85.0,2.0
62909863,310325411,207.0,3.0
56735134,400635924,112.0,1.0
30079563,345935885,111.0,3.0
98530100,359153487,42.0,1.0
39789593,338649007,55.0,2.0
107219313,174140958,4.0,4.0
137513013,43826856,129.0,2.0
76918147,291643067,597.0,2.0
115792807,341658196,198.0,9.0
10763896,321962821,14.0,1.0
47871014,137482180,18.0,3.0
78391784,396415560,95.0,2.0
9670219,264354954,179.0,1.0
117523208,129397906,144.0,7.0
24288984,53723861,117.0,4.0
31618532,344709678,179.0,15.0
107997857,385000614,38.0,9.0
632347,142601756,241.0,2.0
40711894,380303987,322.0,6.0
110325188,102717133,38.0,3.0
127113842,212406499,46.0,2.0
40711894,3378396,322.0,2.0
45577644,313807964,5.0,6.0
33213066,388286830,225.0,2.0
65995748,70304804,53.0,2.0
99781237,326361680,145.0,4.0
19818801,346558916,70.0,2.0
30079563,41583564,111.0,12.0
120777483,132647358,380.0,1.0
129618965,241229700,58.0,2.0
80699349,66108172,122.0,2.0
134319759,377635767,192.0,2.0
66393587,317414966,454.0,17.0
138737144,385017419,757.0,2.0
74645093,291529145,90.0,3.0
132916687,269520625,94.0,3.0
76090844,98277528,332.0,5.0
10864414,139873599,28.0,1.0
30079563,265208745,111.0,3.0
120777483,255104360,380.0,1.0
120392116,320251160,105.0,2.0
110325188,175039454,38.0,4.0
67077817,20712107,17.0,1.0
136407839,61128250,76.0,2.0
87653956,76155665,14.0,1.0
62909863,253290395,207.0,6.0
86056995,228977801,86.0,1.0
92870574,241359496,417.0,2.0
140141293,53948651,172.0,3.0
83753093,96240200,95.0,6.0
25306731,28737970,34.0,1.0
130212592,325289863,85.0,2.0
117484104,399808504,27.0,1.0
59241675,6202693,251.0,2.0
120777483,51627274,380.0,4.0
126665202,154784116,694.0,14.0
37817890,274199424,66.0,7.0
24056502,270341695,107.0,2.0
77223060,108000364,29.0,2.0
91638650,323192586,280.0,2.0
100279459,286946569,95.0,2.0
19818801,147595875,70.0,5.0
80699349,67037752,122.0,3.0
25992841,47688395,28.0,2.0
93398793,294151823,95.0,2.0
56735134,253031992,112.0,1.0
24056502,293931429,107.0,2.0
55468330,13428021,109.0,2.0
85400670,389661662,150.0,2.0
80699349,20533979,122.0,2.0
92076034,332833839,112.0,10.0
21562611,282281693,82.0,2.0
126858545,355204073,146.0,4.0
103936681,107509677,75.0,8.0
67077817,342731582,17.0,2.0
83490019,203098963,20.0,2.0
60931106,311070077,33.0,10.0
31612475,386933394,116.0,1.0
120392116,100066392,105.0,7.0
113957268,170979568,21.0,4.0
129618965,301174396,58.0,2.0
129838217,341227834,125.0,3.0
82026505,108464641,108.0,2.0
80699349,229192613,122.0,3.0
83094299,97236268,30.0,2.0
56885499,141033750,58.0,2.0
117847636,92835361,26.0,4.0
116566844,134750879,7.0,1.0
92076034,169033588,112.0,2.0
20942421,305313651,14.0,1.0
76643942,264110762,34.0,2.0
42774712,393155889,22.0,2.0
39690010,296830295,424.0,2.0
133784111,131679594,182.0,2.0
137449253,9233757,19.0,2.0
29489427,253044757,56.0,2.0
72460093,177530795,121.0,2.0
9784313,147185566,60.0,4.0
51299959,133421087,91.0,8.0
135152581,243318500,55.0,3.0
75971112,103798559,119.0,2.0
6754668,373040579,101.0,7.0
87119704,166477001,14.0,2.0
37208119,224121666,107.0,3.0
63973702,45619637,102.0,5.0
84517694,226753981,68.0,2.0
47156937,35214171,118.0,2.0
108030981,102144481,390.0,2.0
68673764,101767836,88.0,7.0
6338284,298946777,73.0,1.0
67620685,323737435,64.0,5.0
99781237,120050765,145.0,4.0
66758277,22433268,184.0,5.0
113791848,232159249,401.0,2.0
43072618,118431114,23.0,2.0
47909125,36232293,542.0,2.0
1902324,323770302,318.0,2.0
47156937,237415906,118.0,5.0
138737144,257771937,757.0,2.0
50864448,88173909,158.0,2.0
132763181,205581207,95.0,2.0
47156937,103168603,118.0,2.0
70194458,92219801,77.0,2.0
103929468,303004822,264.0,1.0
7089989,371198514,70.0,2.0
103929468,145673246,264.0,1.0
37208119,107746031,107.0,4.0
15064877,232617492,181.0,3.0
76388923,214859513,77.0,2.0
94524054,296835867,149.0,2.0
27502638,128524577,89.0,4.0
103929468,176563688,264.0,1.0
122822446,316157459,11.0,48.0
47156937,132166815,118.0,3.0
134450458,272651607,121.0,5.0
29472913,77343268,91.0,4.0
105837655,310594505,30.0,3.0
47156937,5070834,118.0,12.0
103929468,230277150,264.0,1.0
132763181,319409272,95.0,2.0
49243199,32924862,174.0,2.0
72460093,380797794,121.0,2.0
51840412,203095376,94.0,4.0
96074973,213557886,49.0,9.0
74340565,208587588,75.0,1.0
83929585,168297634,9.0,1.0
103929468,399551244,264.0,1.0
126215864,128504831,33.0,2.0
89040341,353421571,311.0,4.0
100551544,70862745,51.0,6.0
102930156,8590235,20.0,2.0
132763181,330518708,95.0,2.0
74572285,377299282,42.0,2.0
78989068,171730112,250.0,2.0
139840350,271532244,5.0,3.0
6769671,250447912,10.0,3.0
89006471,238256997,14.0,2.0
83929585,107675787,9.0,2.0
135152581,245687327,55.0,3.0
39690010,375665926,424.0,2.0
134988446,395127218,348.0,3.0
103929468,373968441,264.0,2.0
12039328,103052176,266.0,1.0
47156937,71751640,118.0,4.0
88090767,93920439,127.0,2.0
108049615,132968049,62.0,2.0
134483932,132178063,37.0,9.0
89662943,365314578,137.0,3.0
138108608,208479840,25.0,1.0
108611714,371483368,166.0,1.0
37208119,302795098,107.0,4.0
83121238,191951150,17.0,1.0
56124730,318185685,125.0,2.0
43735631,252768841,187.0,3.0
37208119,9067257,107.0,4.0
19375389,241412099,8.0,2.0
99781237,210265981,145.0,3.0
37208119,34032452,107.0,4.0
90116353,14809309,3.0,2.0
85188992,194059667,138.0,4.0
100551544,196545417,51.0,10.0
1702520,246317911,95.0,3.0
103929468,231787566,264.0,1.0
74890051,147760610,155.0,3.0
34295537,82284270,5.0,1.0
37208119,202292990,107.0,4.0
51840412,48522874,94.0,2.0
133866163,70579225,50.0,2.0
44403635,202263794,69.0,2.0
96786739,395238454,129.0,2.0
23367131,97990755,129.0,2.0
134988446,169898726,348.0,6.0
139354564,277261362,22.0,5.0
104792616,46576538,251.0,3.0
100551544,374241968,51.0,8.0
87119704,249456520,14.0,2.0
83299768,343048801,245.0,2.0
103929468,193547860,264.0,1.0
37208119,63163999,107.0,4.0
59270559,215178094,133.0,3.0
47156937,370588463,118.0,2.0
115971384,5945757,328.0,3.0
132916687,372818229,94.0,2.0
413028,324269044,7.0,3.0
103447009,107352774,21.0,2.0
57475934,351144122,482.0,2.0
114926003,6003633,90.0,2.0
111276571,157280172,71.0,2.0
68068629,61924916,20.0,3.0
134450458,234992579,121.0,2.0
83929585,361489992,9.0,2.0
846647,46365997,1.0,2.0
22107261,45696226,35.0,8.0
94076145,403915077,194.0,1.0
91063218,377956016,92.0,8.0
78989068,192717422,250.0,2.0
58812216,391219006,18.0,2.0
104323221,96433789,320.0,2.0
103929468,259246918,264.0,1.0
95171083,180818727,43.0,5.0
61596634,195836624,27.0,3.0
31368231,393292728,128.0,2.0
44403635,49592244,69.0,2.0
89040341,306478221,311.0,2.0
4607223,129774463,21.0,2.0
47156937,142806292,118.0,2.0
6097109,341028093,54.0,1.0
50553250,282583373,20.0,2.0
133240213,9290667,88.0,3.0
115867129,185000836,73.0,2.0
100551544,212532210,51.0,13.0
64076866,282031071,285.0,1.0
74890051,112570442,155.0,3.0
102930156,366494490,20.0,2.0
5648876,299723469,38.0,2.0
103929468,106751341,264.0,1.0
25778057,297528167,147.0,2.0
15064877,267708894,181.0,3.0
85617134,140870697,68.0,4.0
68673764,207366916,88.0,4.0
12039328,5464925,266.0,1.0
109197587,243337100,30.0,2.0
85617134,126413333,68.0,2.0
63973702,388863531,102.0,7.0
99059817,242333260,80.0,2.0
49243199,283026880,174.0,2.0
49243199,333335013,174.0,2.0
37208119,74002968,107.0,5.0
122259561,322100224,1632.0,8.0
73288489,109275380,5.0,2.0
104323221,395126434,320.0,7.0
44403635,199252567,69.0,3.0
21363716,78151001,86.0,3.0
6734016,241599053,59.0,1.0
97347111,126364087,257.0,2.0
78989068,144342711,250.0,2.0
59270559,191342692,133.0,8.0
22601914,287381037,16.0,1.0
82945911,288539133,85.0,3.0
27479069,197977178,77.0,3.0
2887948,250887734,399.0,5.0
85617134,142778006,68.0,8.0
37208119,293371664,107.0,4.0
54574235,24210380,333.0,1.0
56801187,234313151,194.0,2.0
47156937,38544450,118.0,4.0
129073019,169106048,11.0,2.0
114172141,179276061,51.0,1.0
137449253,369340689,19.0,3.0
48292690,117023860,50.0,2.0
85617134,23950222,68.0,7.0
103929468,269858824,264.0,1.0
11197176,91208690,69.0,23.0
81176106,128645312,94.0,3.0
83929585,282594151,9.0,2.0
30956480,311143292,16.0,1.0
68068629,227631961,20.0,2.0
109197587,131182401,30.0,2.0
71517427,186681849,137.0,2.0
51840412,7183548,94.0,8.0
89719120,152755565,123.0,3.0
86295623,126075368,31.0,1.0
57450756,305932301,54.0,2.0
134483932,226273499,37.0,6.0
10149605,214168743,503.0,15.0
100001878,215215658,63.0,29.0
105071964,383193153,64.0,1.0
12039328,161161302,266.0,1.0
100551544,193974590,51.0,2.0
103929468,239853118,264.0,1.0
81176106,92021377,94.0,5.0
96394822,128336065,13.0,2.0
37208119,210230230,107.0,5.0
49243199,392548032,174.0,2.0
109927373,200698150,74.0,3.0
141534742,379472338,13.0,1.0
501286,214455740,107.0,12.0
124161111,27808850,1.0,4.0
95487789,331991611,16.0,2.0
57475934,158791292,482.0,2.0
119773138,224448915,41.0,2.0
37208119,224536433,107.0,4.0
104323221,350323650,320.0,5.0
103929468,221455716,264.0,1.0
50660286,54438358,172.0,3.0
59659116,236662529,50.0,2.0
132815324,259524202,29.0,3.0
107174628,318949910,161.0,2.0
41566029,18723245,553.0,2.0
81176106,243300520,94.0,1.0
30162185,201273165,4.0,1.0
122822446,119263481,11.0,5.0
67620685,57336212,64.0,1.0
25992841,158848755,28.0,3.0
1533523,295258637,72.0,3.0
37208119,52678988,107.0,4.0
63281686,265978440,114.0,4.0
104323221,174358313,320.0,7.0
49243199,353276165,174.0,2.0
40685218,353614896,56.0,3.0
25370698,350628258,42.0,2.0
129500471,295845753,16.0,2.0
83929585,305139292,9.0,2.0
42075241,302612991,61.0,2.0
22060610,397316451,56.0,26.0
50196156,314885410,44.0,2.0
89710336,271531971,20.0,2.0
122374396,127176735,12.0,3.0
28011137,208448866,278.0,2.0
51840412,1778622,94.0,3.0
133442561,107441182,94.0,2.0
37208119,10294985,107.0,4.0
5307517,244222311,31.0,2.0
75971112,280976294,119.0,2.0
5111354,89874062,40.0,2.0
33290628,181602034,231.0,5.0
1533523,229574739,72.0,2.0
27237010,80470996,16.0,3.0
134450458,234368320,121.0,2.0
94076145,40996138,194.0,2.0
100551544,52319705,51.0,5.0
135152581,214956911,55.0,2.0
7089989,106671476,70.0,2.0
103929468,175456655,264.0,1.0
127311966,12913472,50.0,4.0
65834424,144301840,135.0,2.0
99228290,108036698,181.0,2.0
87990594,141907844,9.0,3.0
27502638,402756063,89.0,8.0
104323221,67991725,320.0,2.0
134450458,165850002,121.0,4.0
9784313,285731964,60.0,2.0
44403635,103059733,69.0,8.0
108030981,215189665,390.0,3.0
1496806,269987710,99.0,2.0
135288694,124154438,30.0,5.0
124390412,179324740,388.0,4.0
44403635,351884075,69.0,2.0
103929468,316664373,264.0,1.0
9784313,298036559,60.0,3.0
63973702,95478494,102.0,4.0
100212809,379324726,71.0,2.0
133866163,249640928,50.0,2.0
103929468,84978219,264.0,2.0
109197587,20225071,30.0,2.0
120682506,336763028,23.0,1.0
100589589,150152425,43.0,3.0
74890051,286257037,155.0,1.0
51840412,99649347,94.0,8.0
95487789,399232801,16.0,2.0
113791848,397618099,401.0,2.0
85617134,232832137,68.0,5.0
99781237,277795536,145.0,2.0
100058635,316280540,57.0,1.0
109802105,115367577,22.0,2.0
61596634,145732808,27.0,1.0
25028602,38316699,24.0,3.0
125067299,23462091,173.0,2.0
44403635,391085889,69.0,3.0
943095,324793971,33.0,2.0
104323221,111466030,320.0,3.0
97693604,337703006,189.0,2.0
59247271,82247420,146.0,2.0
83156622,147327270,95.0,2.0
30956480,324615067,16.0,1.0
75074505,292859804,15.0,5.0
94542574,396720422,54.0,4.0
104323221,276291479,320.0,2.0
37208119,175327412,107.0,4.0
81756097,332360630,418.0,2.0
68673764,44864232,88.0,6.0
103447009,83735170,21.0,2.0
111671760,53350779,359.0,2.0
100551544,280595049,51.0,4.0
100551544,329628898,51.0,3.0
49243199,226034178,174.0,2.0
43735631,169889189,187.0,1.0
10149605,168448029,503.0,12.0
103929468,293311298,264.0,1.0
134450458,273317595,121.0,2.0
10149605,34348694,503.0,7.0
7071315,54387257,18.0,1.0
66758277,104712003,184.0,3.0
108604172,132504217,319.0,2.0
138498478,51439285,45.0,2.0
134450458,375264525,121.0,2.0
89719120,176763780,123.0,1.0
72460093,161799022,121.0,2.0
117554302,383278024,74.0,4.0
76798383,363112811,16.0,2.0
37208119,395741721,107.0,4.0
49243199,143800836,174.0,2.0
10055304,345818901,68.0,2.0
63973702,247670745,102.0,4.0
68068629,234562498,20.0,3.0
74890051,76752185,155.0,3.0
134450458,375710645,121.0,4.0
78989068,273105776,250.0,2.0
108030981,271114635,390.0,3.0
137449253,60277098,19.0,3.0
632347,75384061,241.0,2.0
38373526,350426392,20.0,1.0
37208119,210862008,107.0,4.0
102930156,45379644,20.0,2.0
115496065,398288156,13.0,1.0
47156937,73802944,118.0,6.0
7089989,256574745,70.0,2.0
85617134,323387664,68.0,8.0
49243199,66629522,174.0,2.0
103929468,274270864,264.0,1.0
134483932,248703100,37.0,2.0
92790292,396075457,175.0,7.0
16710779,351783414,121.0,2.0
78686517,273867911,13.0,1.0
126215864,192261155,33.0,2.0
32377098,241900812,31.0,1.0
103929468,59004355,264.0,1.0
7089989,50385533,70.0,6.0
39690010,2696639,424.0,2.0
63973702,64377314,102.0,3.0
107102683,253454522,15.0,3.0
65834424,373322977,135.0,2.0
138161959,195338018,154.0,1.0
109197587,918724,30.0,2.0
1627203,133026202,746.0,2.0
104551817,179309635,29.0,2.0
55575058,353615567,39.0,3.0
117058802,60083881,342.0,3.0
85617134,225343380,68.0,2.0
39690010,85558363,424.0,2.0
37208119,381850396,107.0,4.0
50871193,345107751,142.0,2.0
100551544,53647525,51.0,4.0
6338284,293253256,73.0,2.0
120682506,403368026,23.0,1.0
38387226,85580211,57.0,2.0
47909125,58908246,542.0,3.0
65834424,123873166,135.0,4.0
70194458,231416028,77.0,2.0
103929468,173452569,264.0,1.0
51840412,298779770,94.0,8.0
134450458,228760217,121.0,4.0
68673764,184709940,88.0,6.0
25370698,268570033,42.0,6.0
36203258,183922420,14.0,1.0
101059287,232914031,104.0,2.0
82479585,154846489,211.0,1.0
100551544,80414270,51.0,13.0
37208119,260692176,107.0,4.0
98418624,90283156,50.0,12.0
25992841,68129864,28.0,19.0
113791848,112788247,401.0,2.0
50777514,316782255,232.0,2.0
120682506,227779689,23.0,1.0
54133893,358688312,217.0,1.0
49243199,179364175,174.0,2.0
29036383,139327157,65.0,2.0
103929468,234929358,264.0,1.0
69113799,8758650,88.0,1.0
74890051,221802921,155.0,3.0
52110227,35016913,40.0,2.0
107691266,233493593,74.0,3.0
30956480,96164407,16.0,1.0
36445695,132240684,60.0,2.0
103929468,401529232,264.0,1.0
10765825,74611584,91.0,2.0
99224658,368326549,9.0,2.0
127765808,366249884,61.0,1.0
75702827,183695358,42.0,2.0
8034995,285462085,31.0,2.0
48292690,206574949,50.0,6.0
54559085,156805746,219.0,2.0
54257383,3704467,42.0,2.0
100551544,106026295,51.0,6.0
68985908,305653067,403.0,2.0
103020279,376623796,9.0,2.0
47503453,401746505,48.0,3.0
103929468,289968852,264.0,1.0
134450458,170231743,121.0,2.0
114287271,310505693,37.0,13.0
66758277,279695998,184.0,2.0
63973702,96440012,102.0,6.0
91342405,368332837,39.0,3.0
84517694,282923720,68.0,2.0
13948161,51522243,82.0,1.0
47156937,254197970,118.0,7.0
31368231,341435348,128.0,2.0
134727305,125722606,71.0,3.0
6079735,286382571,208.0,4.0
63973702,281439797,102.0,5.0
108051466,364426059,57.0,2.0
51840412,355099544,94.0,2.0
63973702,382865610,102.0,5.0
50777514,251589571,232.0,2.0
51840412,65117929,94.0,4.0
42075241,244712785,61.0,2.0
103922137,290050713,205.0,2.0
99228290,266675901,181.0,2.0
36445695,23522502,60.0,6.0
1257131,360280783,57.0,6.0
68068629,123867208,20.0,6.0
47647634,345496464,6.0,10.0
63973702,266742113,102.0,5.0
1897583,226782167,110.0,2.0
119773138,61378090,41.0,2.0
119773138,76621191,41.0,2.0
138498478,152230375,45.0,2.0
25370698,39275835,42.0,9.0
42075241,385578535,61.0,2.0
68068629,54532823,20.0,5.0
109197587,240422646,30.0,2.0
26958678,262769663,59.0,16.0
112462747,126618786,109.0,3.0
24551841,395902299,3.0,2.0
54574235,333860369,333.0,2.0
98491733,341541708,23.0,2.0
7841126,214049485,15.0,2.0
6079735,218150239,208.0,2.0
25370698,160767918,42.0,3.0
10068052,13633238,11.0,1.0
81666196,24098642,126.0,2.0
29489427,6834202,56.0,2.0
113791848,370655269,401.0,2.0
103929468,329337146,264.0,1.0
68068629,95766407,20.0,2.0
37208119,375038103,107.0,4.0
12039328,244796051,266.0,2.0
101310254,304934047,18.0,2.0
53008070,150994419,147.0,4.0
7089989,69741181,70.0,4.0
37208119,287122745,107.0,5.0
103929468,403094127,264.0,1.0
66758277,178927388,184.0,2.0
104323221,172568224,320.0,3.0
25389890,404057468,63.0,2.0
137449253,392818191,19.0,2.0
68068629,126986431,20.0,6.0
114305854,268436081,41.0,8.0
134483932,81663108,37.0,2.0
72460093,201869123,121.0,2.0
135152581,294343421,55.0,2.0
81389039,257678230,90.0,2.0
37208119,67651437,107.0,4.0
74022105,91040684,20.0,2.0
87119704,292807991,14.0,2.0
50346435,348041446,125.0,3.0
95171083,75468063,43.0,2.0
53964738,358512303,120.0,2.0
37208119,117687292,107.0,4.0
137885358,400768987,191.0,2.0
85617134,131577531,68.0,8.0
66621061,232381369,109.0,3.0
86295623,389591370,31.0,2.0
109197587,274300244,30.0,2.0
7231382,119652150,18.0,1.0
33303512,179007824,37.0,4.0
7089989,249676915,70.0,2.0
120682506,7289293,23.0,1.0
137449253,400425472,19.0,2.0
67620685,141001419,64.0,3.0
86033500,278934481,180.0,4.0
83156622,119087811,95.0,4.0
103929468,29323442,264.0,1.0
25389890,128606995,63.0,2.0
90808140,315081874,156.0,9.0
7089989,58884745,70.0,3.0
78940590,246386647,60.0,1.0
13618452,98703925,56.0,2.0
104323221,356369299,320.0,2.0
95487789,117060939,16.0,2.0
48505064,57751587,22.0,2.0
119949040,183963477,27.0,2.0
42075241,132406393,61.0,2.0
103929468,401953652,264.0,1.0
7089989,292030995,70.0,2.0
55653621,341935618,102.0,2.0
133442561,169533584,94.0,3.0
92407592,87900451,15.0,2.0
85617134,191426988,68.0,3.0
100001878,387859078,63.0,14.0
1365073,19433249,166.0,20.0
59247271,289351867,146.0,5.0
63973702,286405361,102.0,4.0
25380273,3997709,2.0,3.0
51840412,31797372,94.0,2.0
130594670,84796745,8.0,6.0
38140070,360958794,23.0,2.0
5111354,149732069,40.0,2.0
103929468,289487732,264.0,1.0
42075241,211828788,61.0,9.0
25370698,175608505,42.0,6.0
104226556,136138807,70.0,2.0
52110227,131930754,40.0,4.0
10149605,102275094,503.0,4.0
132455644,87245752,45.0,6.0
7089989,214383232,70.0,2.0
113512295,206139582,106.0,3.0
12039328,240718048,266.0,1.0
29472913,229881116,91.0,2.0
59194752,311365179,729.0,2.0
96639383,288997513,179.0,3.0
22601914,194179665,16.0,2.0
12730285,20290012,326.0,2.0
68068629,404182932,20.0,2.0
103929468,98005525,264.0,2.0
142061900,135408741,41.0,4.0
88967217,266534404,21.0,11.0
22601914,393250111,16.0,1.0
1627203,271036054,746.0,4.0
83437514,195648903,32.0,2.0
119949040,388776793,27.0,2.0
99228290,182634251,181.0,2.0
10149605,175317954,503.0,4.0
81176106,47599907,94.0,2.0
47942288,78211724,16.0,2.0
56498516,91731719,244.0,2.0
65381253,353702999,31.0,2.0
124040128,357930523,61.0,4.0
61832555,167656828,51.0,2.0
37208119,222794594,107.0,4.0
129265493,371480032,47.0,2.0
108030981,73860917,390.0,2.0
66369549,121075078,563.0,1.0
41718632,206601193,15.0,3.0
108408255,303950159,68.0,2.0
121571277,137554051,105.0,2.0
71863554,215778958,58.0,2.0
106295017,117718368,62.0,34.0
61775192,77490238,23.0,1.0
8886191,45317837,107.0,16.0
54574235,392563316,333.0,1.0
80481913,262293699,83.0,3.0
106083110,212300343,265.0,4.0
60159990,353496829,173.0,2.0
36113584,92700709,94.0,3.0
108030981,283126917,390.0,3.0
53100059,301839172,6.0,2.0
51450804,303347062,31.0,2.0
41986655,323793634,21.0,5.0
132763181,164263861,95.0,2.0
85382416,209151785,69.0,4.0
73428459,263913935,23.0,3.0
102028300,81023145,39.0,3.0
25008977,99756327,66.0,2.0
57502610,88142524,152.0,2.0
3447448,7641157,486.0,4.0
68052246,175966275,164.0,3.0
58200499,258330090,77.0,3.0
22846324,227704394,202.0,2.0
137031066,401490359,1050.0,1.0
137625581,342194583,7.0,2.0
86735546,262728297,112.0,2.0
3447448,32413171,486.0,9.0
30080377,396164574,1024.0,1.0
104568145,186374615,172.0,2.0
25008977,367872820,66.0,2.0
121571277,192315090,105.0,2.0
138524216,220079396,117.0,4.0
25008977,76270413,66.0,2.0
50791625,51546655,300.0,6.0
116399303,245511252,285.0,1.0
88538921,29449248,58.0,1.0
98174744,232656174,23.0,4.0
35860790,12662349,118.0,1.0
2165371,254342453,97.0,2.0
127546251,288531718,93.0,2.0
68673764,395469201,88.0,2.0
84549991,300623970,45.0,5.0
37950224,351689243,76.0,4.0
136507295,108904169,98.0,9.0
25008977,67092128,66.0,2.0
141534382,88392888,253.0,2.0
42063682,329081355,59.0,1.0
76918147,19766,597.0,2.0
70441355,344734417,35.0,9.0
3447448,356984600,486.0,8.0
104139699,167768207,3.0,3.0
121571277,167094744,105.0,2.0
81312893,351511598,4.0,2.0
123900342,152762904,111.0,3.0
42063682,365908277,59.0,1.0
121571277,195174401,105.0,2.0
75441631,370443282,83.0,2.0
25008977,293059537,66.0,3.0
81958592,260994664,3.0,2.0
10149605,340379026,503.0,9.0
70905680,121723856,58.0,2.0
109355858,95704148,68.0,5.0
10549716,232132059,20.0,2.0
99694664,231796172,106.0,2.0
120962802,247253593,33.0,1.0
83976914,28873618,412.0,2.0
25008977,33706215,66.0,3.0
104859881,232769679,29.0,4.0
31298818,91325702,12.0,3.0
130251914,21447021,64.0,3.0
72874770,282437730,13.0,2.0
2005140,41171768,53.0,2.0
41566029,312956055,553.0,2.0
38839327,55149770,135.0,8.0
124926433,383139972,72.0,2.0
132763181,151760921,95.0,4.0
137031066,202986387,1050.0,3.0
76918147,40976518,597.0,2.0
37600724,197973763,107.0,5.0
108030981,128397251,390.0,3.0
65465729,17676219,58.0,1.0
13553694,123654058,120.0,5.0
1421162,87906358,58.0,2.0
2165371,65607485,97.0,19.0
99383284,164236595,54.0,2.0
114529391,26909586,101.0,2.0
50777514,175681147,232.0,1.0
81805172,110309746,19.0,4.0
42063682,50563902,59.0,1.0
66535302,274151292,32.0,2.0
19089759,278829079,121.0,1.0
42063682,13823125,59.0,1.0
3447448,194366423,486.0,9.0
82256423,185763655,39.0,4.0
